team_abbr,airport_code,opponent_team_abbr,opponent_airport_code,est_flight_time,timezone_shift
SAS,SAT,DET,DTW,2.35,1
SAS,SAT,GSW,SFO,2.87,-2
SAS,SAT,HOU,IAH,0.5,0
SAS,SAT,IND,IND,1.91,0
SAS,SAT,LAC,LAX,2.58,-2
SAS,SAT,LAL,LAX,2.58,-2
SAS,SAT,MEM,MEM,1.21,0
SAS,SAT,MIA,MIA,2.04,1
SAS,SAT,MIL,MKE,2.13,0
SAS,SAT,MIN,MSP,2.13,0
SAS,SAT,NOP,MSY,0.88,0
SAS,SAT,NYK,HPN,3.1,1
SAS,SAT,OKC,OKC,0.79,0
SAS,SAT,ORL,MCO,1.85,1
SAS,SAT,PHI,PHL,2.9,1
SAS,SAT,PHX,PHX,1.63,-1
SAS,SAT,POR,PDX,3.32,-2
SAS,SAT,SAC,SMF,2.83,-2
SAS,SAT,TOR,YYZ,2.76,1
SAS,SAT,UTA,SLC,2.11,-1
SAS,SAT,WAS,IAD,2.64,1
TOR,YYZ,ATL,ATL,1.43,0
TOR,YYZ,BOS,BED,0.76,0
TOR,YYZ,BKN,JFK,0.71,0
TOR,YYZ,CHA,CLT,1.14,0
TOR,YYZ,CHI,ORD,0.93,-1
TOR,YYZ,CLE,CLE,0.5,0
TOR,YYZ,DAL,DAL,2.31,-1
TOR,YYZ,DEN,DEN,2.8,-2
TOR,YYZ,DET,DTW,0.5,0
TOR,YYZ,GSW,SFO,4.81,-3
TOR,YYZ,HOU,IAH,2.48,-1
TOR,YYZ,IND,IND,0.85,-1
TOR,YYZ,LAC,LAX,4.63,-3
TOR,YYZ,LAL,LAX,4.63,-3
TOR,YYZ,MEM,MEM,1.57,-1
TOR,YYZ,MIA,MIA,2.4,0
TOR,YYZ,MIL,MKE,0.89,-1
TOR,YYZ,MIN,MSP,1.44,-1
TOR,YYZ,NOP,MSY,2.15,-1
TOR,YYZ,NYK,HPN,0.68,0
TOR,YYZ,OKC,OKC,2.16,-1
TOR,YYZ,ORL,MCO,2.05,0
TOR,YYZ,PHI,PHL,0.67,0
TOR,YYZ,PHX,PHX,3.99,-2
TOR,YYZ,POR,PDX,4.46,-3
TOR,YYZ,SAC,SMF,4.66,-3
TOR,YYZ,SAS,SAT,2.76,-1
TOR,YYZ,UTA,SLC,3.53,-2
TOR,YYZ,WAS,IAD,0.67,0
UTA,SLC,ATL,ATL,2.83,2
UTA,SLC,BOS,BED,3.72,2
UTA,SLC,BKN,JFK,3.54,2
UTA,SLC,CHA,CLT,3.07,2
UTA,SLC,CHI,ORD,2.22,1
UTA,SLC,CLE,CLE,2.79,2
UTA,SLC,DAL,DAL,1.94,1
UTA,SLC,DEN,DEN,0.7,0
UTA,SLC,DET,DTW,2.64,2
UTA,SLC,GSW,SFO,1.28,-1
UTA,SLC,HOU,IAH,2.32,1
UTA,SLC,IND,IND,2.41,1
UTA,SLC,LAC,LAX,1.14,-1
UTA,SLC,LAL,LAX,1.14,-1
UTA,SLC,MEM,MEM,2.25,1
UTA,SLC,MIA,MIA,3.72,2
UTA,SLC,MIL,MKE,2.22,1
UTA,SLC,MIN,MSP,1.92,1
UTA,SLC,NOP,MSY,2.77,1
UTA,SLC,NYK,HPN,3.53,2
UTA,SLC,OKC,OKC,1.68,1
UTA,SLC,ORL,MCO,3.44,2
UTA,SLC,PHI,PHL,3.43,2
UTA,SLC,PHX,PHX,0.99,0
UTA,SLC,POR,PDX,1.22,-1
UTA,SLC,SAC,SMF,1.13,-1
UTA,SLC,SAS,SAT,2.11,1
UTA,SLC,TOR,YYZ,2.95,2
UTA,SLC,WAS,IAD,3.25,2
WAS,IAD,ATL,ATL,1.04,0
WAS,IAD,BOS,BED,0.78,0
WAS,IAD,BKN,JFK,0.5,0
WAS,IAD,CHA,CLT,0.62,0
WAS,IAD,CHI,ORD,1.14,-1
WAS,IAD,CLE,CLE,0.56,0
WAS,IAD,DAL,DAL,2.48,-1
WAS,IAD,DEN,DEN,3.09,-2
WAS,IAD,DET,DTW,0.74,0
WAS,IAD,GSW,SFO,5.15,-3
WAS,IAD,HOU,IAH,2.3,-1
WAS,IAD,IND,IND,1.01,-1
WAS,IAD,LAC,LAX,4.87,-3
WAS,IAD,LAL,LAX,4.87,-3
WAS,IAD,MEM,MEM,1.58,-1
WAS,IAD,MIA,MIA,1.79,0
WAS,IAD,MIL,MKE,1.18,-1
WAS,IAD,MIN,MSP,1.76,-1
WAS,IAD,NOP,MSY,1.85,-1
WAS,IAD,NYK,HPN,0.5,0
WAS,IAD,OKC,OKC,2.42,-1
WAS,IAD,ORL,MCO,1.47,0
WAS,IAD,PHI,PHL,0.5,0
WAS,IAD,PHX,PHX,4.16,-2
WAS,IAD,POR,PDX,4.5,-3
WAS,IAD,SAC,SMF,5.02,-3
WAS,IAD,SAS,SAT,2.64,-1
WAS,IAD,TOR,YYZ,0.67,0
WAS,IAD,UTA,SLC,3.89,-2
